# PLATE   MJD     FIB   ra           dec         z_1       Mu          Mg          Mr          Mi          Mz          concind   stmass    sfrmst      sfr       dn4000   bpty      bptx      bptx2     bptx3     SN_Hbeta   SN_OIII    SN_OI     SN_Halpha   SN_NII     SN_SII6717   SN_SII6731   agn_type   LumOIII              logMBH               R                      _RAJ2000       _DEJ2000      MLCG                                                                                                               GalID                 RAJ2000      DEJ2000     MT   rmag    u-r    z_2      e_z      r_z    Mstar    E_Mstar_2   e_Mstar_2a   Sloan   SimbadName                 NED   Separation             
  331     52368   29    181.448697   -2.998744   0.05263   -19.1722    -20.91087   -21.83634   -22.27976   -22.60039   2.51821   11.0475   -11.79294   -0.6458   1.5459   0.1309    -0.1473   -0.127    -0.893    4.4149     5.3456     2.5506    15.7985     12.226     7.6511       6.1607       100        5.868352657771884    7.610816171468626    -1.742463513696742     181.4487       -2.99874389   http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===0910   1237650369945731260   181.4487     -2.998744   2    15.03   2.65   0.0526   2.0E-5   SDSS   10.528   0.15        0.077        Sloan   "SDSS J120547.68-025955.4" NED   0.010792478821389742   
  451     51908   140   139.893654   55.583846   0.04629   -18.90953   -20.73618   -21.70832   -22.13216   -22.44243   3.26833   10.954    -12.18315   -1.1651   1.9202   -0.1232   -0.1094   -0.1751   -0.8125   7.2819     6.4882     2.6961    11.4671     11.6304    6.4642       4.3996       100        4.79373876944558     8.123869735405059    -3.330130965959478     139.89366111   55.58384694   http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===0888   1237651190286975145   139.893661   55.583847   1    14.87   2.8    0.0463   1.0E-5   SDSS   10.667   0.054       0.073        Sloan   "SDSS J091934.47+553501.8" NED   0.014857361186452797   
  437     51876   91    120.427457   42.005413   0.03174   -17.10888   -18.7505    -19.71265   -20.14554   -20.4439    2.89074   10.1364   -11.33333   -1.1354   1.6685   0.7135    -0.2441   -0.1553   -0.4481   34.3945    98.1741    40.2608   78.8922     59.6371    40.5971      36.0761      100        6.7559091388648325   7.9410342338719175   -1.185125095007085     120.42746      42.00541306   http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===0907   1237651190815719626   120.42746    42.005413   1    16.03   2.6    0.0317   1.0E-5   SDSS   9.688    0.111       0.127        Sloan   "SDSS J080142.58+420019.4" NED   0.008028187595303665   
  624     52377   601   247.016657   46.949256   0.08213   -17.4852    -19.68422   -20.70962   -21.17372   -21.42264   2.93914   10.6101   -11.66473   -0.9581   1.7864   0.0759    -0.3489   -0.2581   -0.9516   14.4579    14.7817    6.6562    43.9386     23.4222    15.9696      7.5505       100        6.036599519465489    7.458776532396369    -1.42217701293088      247.01666306   46.94925694   http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===0921   1237651252588970168   247.016663   46.949257   1    17.16   3.19   0.0821   2.0E-5   SDSS   10.299   0.043       0.093        Sloan   "SDSS J162803.99+465657.3" NED   0.015272230465533006   
  532     51993   4     212.829854   1.309539    0.02492   -16.97914   -18.73212   -19.71123   -20.14534   -20.42728   2.82413   10.1434   -12.16505   -1.9624   1.986    0.306     -0.1057   -0.251    -0.8224   5.3626     10.5562    2.9146    13.6672     12.7044    5.6685       3.7216       100        5.1990396067464735   7.637174395600094    -2.4381347888536204    212.82984889   1.30953889    http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===0918   1237651735234478248   212.829849   1.309539    1    15.49   2.75   0.0249   1.0E-5   SDSS   9.822    0.066       0.15         Sloan   "SDSS J141119.16+011834.3" NED   0.01839545828853055    
  523     52026   172   194.124504   2.370519    0.06268   -18.02905   -19.84218   -20.82679   -21.28382   -21.58807   3.1129    10.6618   -11.81653   -1.1122   1.8555   0.3685    -0.3366   -0.1151   -0.6327   2.9175     5.7954     3.3779    10.4209     6.1585     5.4488       4.7886       100        5.881194941426781    7.4080799409522875   -1.5268849995255067    194.12449611   2.37051889    http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===0880   1237651736300028036   194.124496   2.370519    1    16.43   2.78   0.0627   2.0E-5   SDSS   10.312   0.066       0.182        Sloan   "SDSS J125629.88+022213.8" NED   0.02838245585871548    
  583     52055   209   213.595792   2.978021    0.02616   -18.06463   -19.8455    -20.91914   -21.40357   -21.68835   3.31605   9.9742    -12.32928   -2.3154   2.0013   -0.0227   -0.0748   -0.0177   -0.6334   19.5129    19.4447    12.7451   41.9583     40.1953    27.8087      21.0774      100        5.5584994900756985   7.967288309688207    -2.408788819612508     213.595795     2.97802111    http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===1550   1237651737382289427   213.595795   2.978021    1    14.39   2.86   0.0262   1.0E-5   SDSS   10.337   0.132       0.098        Sloan   "SDSS J141422.99+025840.8" NED   0.01079268241801209    
  480     51989   329   145.532129   2.468095    0.04825   -18.83951   -20.39818   -21.31773   -21.76233   -22.05126   3.24135   10.7669   -10.82775   -0.0067   1.522    0.1593    -0.0328   -0.2804   -1.0344   24.5369    31.0281    9.5366    72.3093     69.933     30.588       19.6441      100        6.447882640252438    7.664554981118091    -1.216672340865653     145.532135     2.468095      http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===0932   1237651754532143229   145.532135   2.468095    1    15.35   2.45   0.0482   1.0E-5   SDSS   10.414   0.068       0.133        Sloan   "SDSS J094207.71+022805.1" NED   0.021579962975503995   
  509     52374   373   166.542533   3.320707    0.03115   -18.43137   -20.42996   -21.49272   -22.00629   -22.30531   3.23018   11.0165   -12.65307   -1.5613   1.9169   0.1379    -0.1365   -0.0443   -0.548    11.2631    14.6469    9.6013    25.137      22.0284    16.9755      10.564       100        5.882622908254216    8.209033376903447    -2.3264104686492306    166.54252611   3.32070694    http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===1035   1237651755078189138   166.542526   3.320707    1    14.21   3.07   0.0311   1.0E-5   SDSS   10.68    0.054       0.059        Sloan   "SDSS J110610.20+031914.5" NED   0.024763294782504313   
  774     52286   100   167.218502   60.137122   0.0451    -18.66162   -20.28949   -21.19321   -21.65563   -21.95672   3.12431   10.7628   -10.68575   0.1241    1.4927   0.1652    -0.2108   -0.1291   -1.0218   17.7028    22.6572    8.2161    56.6703     41.1845    30.6238      23.6131      100        6.378483284155781    7.679320055606407    -1.3008367714506264    167.21850611   60.13712306   http://vizier.u-strasbg.fr/viz-bin/VizieR-5?-info=XML&-out.add=.&-source=J/ApJS/225/23&-corr=PK=MLCG&MLCG===0989   1237653616398762025   167.218506   60.137123   1    15.33   2.51   0.0451   2.0E-5   SDSS   10.353   0.073       0.17         Sloan   "SDSS J110852.44+600813.6" NED   0.008296936192759178   
